; CSV, generated by libsigrok4DSL 0.2.0 on Wed Apr 17 14:33:03 2019
; Channels (3/16)
; Sample rate: 1 MHz
; Sample count: 9.562816M Samples
Time(s), 0: RX, 1: TX, 2: DE
5.616831,1,1,0
5.617248,0,1,0
5.61726,1,1,0
7.129061,0,1,0
7.129165,1,1,0
7.130101,0,1,0
7.130205,1,1,0
7.131141,0,1,0
7.131245,1,1,0
7.132182,0,1,0
7.132286,1,1,0
7.133222,0,1,0
7.133326,1,1,0
7.134262,0,1,0
7.134366,1,1,0
7.135302,0,1,0
7.135406,1,1,0
7.136342,0,1,0
7.136446,1,1,0
7.137383,0,1,0
7.138319,1,1,0
7.138423,0,1,0
7.138527,1,1,0
7.139463,0,1,0
7.139567,1,1,0
7.139671,0,1,0
7.139775,1,1,0
7.139879,0,1,0
7.140087,1,1,0
7.140191,0,1,0
7.140295,1,1,0
7.140503,0,1,0
7.140607,1,1,0
7.140711,0,1,0
7.141439,1,1,0
7.141543,0,1,0
7.141647,1,1,0
7.142063,0,1,0
7.142479,1,1,0
7.142583,0,1,0
7.143104,1,1,0
7.143208,0,1,0
7.14352,1,1,0
7.143624,0,1,0
7.143832,1,1,0
7.143936,0,1,0
7.14456,1,1,0
7.144664,0,1,0
7.144768,1,1,0
7.144872,0,1,0
7.144976,1,1,0
7.145288,0,1,0
7.1456,1,1,0
7.145704,0,1,0
7.145808,1,1,0
7.146224,0,1,0
7.14664,1,1,0
7.146744,0,1,0
7.146848,1,1,0
7.146952,0,1,0
7.14716,1,1,0
7.147368,0,1,0
7.14768,1,1,0
7.147784,0,1,0
7.148409,1,1,0
7.148513,0,1,0
7.148721,1,1,0
7.148825,0,1,0
7.149761,1,1,0
7.149865,0,1,0
7.150801,1,1,0
7.150905,0,1,0
7.151841,1,1,0
7.151945,0,1,0
7.152881,1,1,0
7.152985,0,1,0
7.153922,1,1,0
7.154026,0,1,0
7.154962,1,1,0
7.155066,0,1,0
7.156002,1,1,0
7.156106,0,1,0
7.157042,1,1,0
7.157146,0,1,0
7.158082,1,1,0
7.158186,0,1,0
7.159123,1,1,0
7.159227,0,1,0
7.159331,1,1,0
7.159435,0,1,0
7.160163,1,1,0
7.160267,0,1,0
7.160475,1,1,0
7.160579,0,1,0
7.160995,1,1,0
7.161099,0,1,0
7.161203,1,1,0
7.161307,0,1,0
7.161515,1,1,0
7.161619,0,1,0
7.162035,1,1,0
7.162139,0,1,0
7.162243,1,1,0
7.162347,0,1,0
7.162555,1,1,0
7.162659,0,1,0
7.163283,1,1,0
7.163387,0,1,0
7.163907,1,1,0
7.164011,0,1,0
7.164115,1,1,0
7.164219,0,1,0
7.164323,1,1,0
7.164427,0,1,0
7.164844,1,1,0
7.164948,0,1,0
7.165156,1,1,0
7.16526,0,1,0
7.165364,1,1,0
7.165468,0,1,0
7.165572,1,1,0
7.166508,0,1,0
7.166716,1,1,0
7.16682,0,1,0
7.167444,1,1,0
7.167548,0,1,0
7.167964,1,1,0
7.168068,0,1,0
7.168172,1,1,0
7.168276,0,1,0
7.168484,1,1,0
7.168588,0,1,0
7.1689,1,1,0
7.169004,0,1,0
7.169524,1,1,0
7.169628,0,1,0
7.170565,1,1,0
7.170669,0,1,0
7.171605,1,1,0
7.171709,0,1,0
7.172645,1,1,0
7.172749,0,1,0
7.173685,1,1,0
7.173789,0,1,0
7.173893,1,1,0
7.173997,0,1,0
7.174205,1,1,0
7.174309,0,1,0
7.174413,1,1,0
7.174517,0,1,0
7.174725,1,1,0
7.174829,0,1,0
7.174933,1,1,0
7.175141,0,1,0
7.175245,1,1,0
7.175349,0,1,0
7.175766,1,1,0
7.17587,0,1,0
7.175974,1,1,0
7.176182,0,1,0
7.176806,1,1,0
7.17691,0,1,0
7.177222,1,1,0
7.17743,0,1,0
7.177534,1,1,0
7.177638,0,1,0
7.177742,1,1,0
7.177951,0,1,0
7.177964,1,1,0
7.628249,0,1,0
7.628353,1,1,0
7.629289,0,1,0
7.630225,1,1,0
7.630329,0,1,0
7.630433,1,1,0
7.631369,0,1,0
7.631473,1,1,0
7.631577,0,1,0
7.631681,1,1,0
7.631785,0,1,0
7.631993,1,1,0
7.632097,0,1,0
7.632201,1,1,0
7.632409,0,1,0
7.633346,1,1,0
7.63345,0,1,0
7.63397,1,1,0
7.634074,0,1,0
7.634282,1,1,0
7.63449,0,1,0
7.63501,1,1,0
7.635114,0,1,0
7.635426,1,1,0
7.63553,0,1,0
7.635738,1,1,0
7.635842,0,1,0
7.63605,1,1,0
7.636154,0,1,0
7.636258,1,1,0
7.63657,0,1,0
7.636674,1,1,0
7.636778,0,1,0
7.637506,1,1,0
7.63761,0,1,0
7.637818,1,1,0
7.637923,0,1,0
7.638131,1,1,0
7.638235,0,1,0
7.638339,1,1,0
7.638651,0,1,0
7.638859,1,1,0
7.638963,0,1,0
7.639587,1,1,0
7.639691,0,1,0
7.639899,1,1,0
7.640003,0,1,0
7.640107,1,1,0
7.640211,0,1,0
7.640315,1,1,0
7.640732,0,1,0
7.640745,1,1,0
9.140375,0,1,0
9.140479,1,1,0
9.141415,0,1,0
9.141519,1,1,0
9.142455,0,1,0
9.142559,1,1,0
9.143495,0,1,0
9.143599,1,1,0
9.144535,0,1,0
9.144639,1,1,0
9.145576,0,1,0
9.14568,1,1,0
9.146616,0,1,0
9.14672,1,1,0
9.147656,0,1,0
9.14776,1,1,0
9.148696,0,1,0
9.149632,1,1,0
9.149736,0,1,0
9.14984,1,1,0
9.150777,0,1,0
9.150881,1,1,0
9.150985,0,1,0
9.151089,1,1,0
9.151193,0,1,0
9.151401,1,1,0
9.151505,0,1,0
9.151609,1,1,0
9.151817,0,1,0
9.151921,1,1,0
9.152025,0,1,0
9.152753,1,1,0
9.152857,0,1,0
9.152961,1,1,0
9.153377,0,1,0
9.153793,1,1,0
9.153897,0,1,0
9.154417,1,1,0
9.154521,0,1,0
9.154833,1,1,0
9.154937,0,1,0
9.155145,1,1,0
9.155249,0,1,0
9.155873,1,1,0
9.155977,0,1,0
9.156081,1,1,0
9.156186,0,1,0
9.15629,1,1,0
9.156602,0,1,0
9.156914,1,1,0
9.157018,0,1,0
9.157122,1,1,0
9.157538,0,1,0
9.157954,1,1,0
9.158058,0,1,0
9.158162,1,1,0
9.158266,0,1,0
9.158474,1,1,0
9.158682,0,1,0
9.158994,1,1,0
9.159098,0,1,0
9.159722,1,1,0
9.159826,0,1,0
9.160034,1,1,0
9.160138,0,1,0
9.161074,1,1,0
9.161178,0,1,0
9.162115,1,1,0
9.162219,0,1,0
9.163155,1,1,0
9.163259,0,1,0
9.164195,1,1,0
9.164299,0,1,0
9.165235,1,1,0
9.165339,0,1,0
9.166275,1,1,0
9.166379,0,1,0
9.167316,1,1,0
9.16742,0,1,0
9.168356,1,1,0
9.16846,0,1,0
9.169396,1,1,0
9.1695,0,1,0
9.170436,1,1,0
9.17054,0,1,0
9.170644,1,1,0
9.170748,0,1,0
9.171476,1,1,0
9.17158,0,1,0
9.171788,1,1,0
9.171892,0,1,0
9.172308,1,1,0
9.172412,0,1,0
9.172517,1,1,0
9.172621,0,1,0
9.172829,1,1,0
9.172933,0,1,0
9.173349,1,1,0
9.173453,0,1,0
9.173557,1,1,0
9.173661,0,1,0
9.173869,1,1,0
9.173973,0,1,0
9.174597,1,1,0
9.174701,0,1,0
9.175221,1,1,0
9.175325,0,1,0
9.175429,1,1,0
9.175533,0,1,0
9.175637,1,1,0
9.175741,0,1,0
9.176157,1,1,0
9.176261,0,1,0
9.176469,1,1,0
9.176573,0,1,0
9.176677,1,1,0
9.176781,0,1,0
9.176885,1,1,0
9.177821,0,1,0
9.17803,1,1,0
9.178134,0,1,0
9.178758,1,1,0
9.178862,0,1,0
9.179278,1,1,0
9.179382,0,1,0
9.179486,1,1,0
9.17959,0,1,0
9.179798,1,1,0
9.179902,0,1,0
9.180214,1,1,0
9.180318,0,1,0
9.180838,1,1,0
9.180942,0,1,0
9.181878,1,1,0
9.181982,0,1,0
9.182918,1,1,0
9.183022,0,1,0
9.183959,1,1,0
9.184063,0,1,0
9.184999,1,1,0
9.185103,0,1,0
9.185207,1,1,0
9.185311,0,1,0
9.185519,1,1,0
9.185623,0,1,0
9.185727,1,1,0
9.185831,0,1,0
9.186039,1,1,0
9.186143,0,1,0
9.186247,1,1,0
9.186455,0,1,0
9.186559,1,1,0
9.186663,0,1,0
9.187079,1,1,0
9.187183,0,1,0
9.187287,1,1,0
9.187495,0,1,0
9.188119,1,1,0
9.188223,0,1,0
9.188535,1,1,0
9.188743,0,1,0
9.188848,1,1,0
9.188952,0,1,0
9.189056,1,1,0
9.189265,0,1,0
9.189277,1,1,0
9.648196,0,1,0
9.6483,1,1,0
9.649236,0,1,0
9.650172,1,1,0
9.650276,0,1,0
9.65038,1,1,0
9.651317,0,1,0
9.651421,1,1,0
9.651525,0,1,0
9.651629,1,1,0
9.651733,0,1,0
9.651941,1,1,0
9.652045,0,1,0
9.652149,1,1,0
9.652357,0,1,0
9.653293,1,1,0
9.653397,0,1,0
9.653917,1,1,0
9.654021,0,1,0
9.654229,1,1,0
9.654437,0,1,0
9.654957,1,1,0
9.655061,0,1,0
9.655373,1,1,0
9.655477,0,1,0
9.655685,1,1,0
9.655789,0,1,0
9.655997,1,1,0
9.656101,0,1,0
9.656205,1,1,0
9.656517,0,1,0
9.656621,1,1,0
9.656725,0,1,0
9.657454,1,1,0
9.657558,0,1,0
9.657766,1,1,0
9.65787,0,1,0
9.658078,1,1,0
9.658182,0,1,0
9.658286,1,1,0
9.658598,0,1,0
9.658806,1,1,0
9.65891,0,1,0
9.659534,1,1,0
9.659638,0,1,0
9.659846,1,1,0
9.65995,0,1,0
9.660054,1,1,0
9.660158,0,1,0
9.660262,1,1,0
9.660679,0,1,0
9.660692,1,1,0
